id,created_at,load_type,volt,frequency,power_factor,current,power,energy
592,2023-07-10T18:28:53+00:00,Nova hair dryer,242.8,50.0,0.88,0.61,130.9,0.19
593,2023-07-10T18:28:55+00:00,Orpat Cordless kettle,242.6,49.9,0.11,0.05,1.3,0.25
594,2023-07-10T18:28:55+00:00,Nova hair dryer,242.8,50.0,0.88,0.61,130.8,0.19
595,2023-07-10T18:28:57+00:00,Orpat Cordless kettle,242.7,50.0,0.12,0.05,1.4,0.25
596,2023-07-10T18:28:57+00:00,Nova hair dryer,242.8,50.0,0.88,0.61,130.9,0.19
597,2023-07-10T18:28:59+00:00,Orpat Cordless kettle,242.5,49.9,0.12,0.05,1.4,0.25
598,2023-07-10T18:28:59+00:00,Nova hair dryer,242.6,49.9,0.87,0.62,130.8,0.19
599,2023-07-10T18:29:01+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
600,2023-07-10T18:29:01+00:00,Nova hair dryer,242.7,50.0,0.87,0.62,130.9,0.19
601,2023-07-10T18:29:03+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
602,2023-07-10T18:29:03+00:00,Nova hair dryer,242.7,49.9,0.88,0.62,130.9,0.19
603,2023-07-10T18:29:05+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
604,2023-07-10T18:29:05+00:00,Nova hair dryer,242.7,50.0,0.88,0.61,130.9,0.19
605,2023-07-10T18:29:07+00:00,Orpat Cordless kettle,242.7,49.9,0.12,0.05,1.4,0.25
606,2023-07-10T18:29:07+00:00,Nova hair dryer,242.8,49.9,0.88,0.61,131.0,0.19
607,2023-07-10T18:29:09+00:00,Orpat Cordless kettle,242.8,49.9,0.12,0.05,1.4,0.25
608,2023-07-10T18:29:09+00:00,Nova hair dryer,242.9,49.9,0.88,0.61,131.1,0.19
609,2023-07-10T18:29:11+00:00,Orpat Cordless kettle,242.9,49.9,0.12,0.05,1.4,0.25
610,2023-07-10T18:29:11+00:00,Nova hair dryer,243.0,49.9,0.89,0.61,131.2,0.19
611,2023-07-10T18:29:13+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
612,2023-07-10T18:29:13+00:00,Nova hair dryer,242.7,49.9,0.88,0.61,130.9,0.19
613,2023-07-10T18:29:15+00:00,Orpat Cordless kettle,242.6,50.0,0.11,0.05,1.3,0.25
614,2023-07-10T18:29:15+00:00,Nova hair dryer,242.7,49.9,0.88,0.61,130.9,0.19
615,2023-07-10T18:29:17+00:00,Orpat Cordless kettle,242.7,49.9,0.11,0.05,1.3,0.25
616,2023-07-10T18:29:17+00:00,Nova hair dryer,242.7,50.0,0.87,0.62,130.9,0.19
617,2023-07-10T18:29:19+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
618,2023-07-10T18:29:19+00:00,Nova hair dryer,242.7,49.9,0.87,0.62,130.9,0.19
619,2023-07-10T18:29:22+00:00,Orpat Cordless kettle,242.8,50.0,0.12,0.05,1.4,0.25
620,2023-07-10T18:29:22+00:00,Nova hair dryer,242.9,50.0,0.87,0.62,131.1,0.19
621,2023-07-10T18:29:24+00:00,Orpat Cordless kettle,242.9,50.0,0.12,0.05,1.4,0.25
622,2023-07-10T18:29:24+00:00,Nova hair dryer,243.1,50.0,0.87,0.62,131.2,0.19
623,2023-07-10T18:29:26+00:00,Orpat Cordless kettle,243.0,50.0,0.12,0.05,1.5,0.25
624,2023-07-10T18:29:26+00:00,Nova hair dryer,243.1,50.0,0.88,0.62,131.3,0.19
625,2023-07-10T18:29:28+00:00,Orpat Cordless kettle,243.2,50.0,0.12,0.05,1.4,0.25
626,2023-07-10T18:29:28+00:00,Nova hair dryer,243.3,50.0,0.88,0.62,131.5,0.19
627,2023-07-10T18:29:30+00:00,Orpat Cordless kettle,243.1,50.0,0.12,0.05,1.4,0.25
628,2023-07-10T18:29:30+00:00,Nova hair dryer,243.3,49.9,0.88,0.61,131.4,0.19
629,2023-07-10T18:29:32+00:00,Orpat Cordless kettle,243.3,50.0,0.12,0.05,1.4,0.25
630,2023-07-10T18:29:32+00:00,Nova hair dryer,243.4,50.0,0.88,0.61,131.5,0.19
631,2023-07-10T18:29:34+00:00,Orpat Cordless kettle,243.2,50.0,0.11,0.05,1.3,0.25
632,2023-07-10T18:29:34+00:00,Nova hair dryer,243.3,50.0,0.88,0.61,131.4,0.19
633,2023-07-10T18:29:36+00:00,Orpat Cordless kettle,243.3,50.0,0.07,0.05,0.8,0.25
634,2023-07-10T18:29:36+00:00,Nova hair dryer,243.4,50.0,0.88,0.61,131.6,0.19
635,2023-07-10T18:29:38+00:00,Orpat Cordless kettle,243.3,50.0,0.04,0.05,0.5,0.25
636,2023-07-10T18:29:38+00:00,Nova hair dryer,243.4,50.0,0.88,0.61,131.6,0.19
637,2023-07-10T18:29:40+00:00,Orpat Cordless kettle,243.3,50.0,0.07,0.05,0.8,0.25
638,2023-07-10T18:29:40+00:00,Nova hair dryer,243.4,50.0,0.88,0.61,131.5,0.19
639,2023-07-10T18:29:42+00:00,Orpat Cordless kettle,243.3,50.0,0.09,0.05,1.1,0.25
640,2023-07-10T18:29:42+00:00,Nova hair dryer,243.5,50.0,0.88,0.61,131.6,0.19
641,2023-07-10T18:29:44+00:00,Orpat Cordless kettle,243.4,50.0,0.12,0.05,1.4,0.25
642,2023-07-10T18:29:44+00:00,Nova hair dryer,243.5,50.0,0.88,0.61,131.6,0.19
643,2023-07-10T18:29:46+00:00,Orpat Cordless kettle,243.4,50.0,0.12,0.05,1.4,0.25
644,2023-07-10T18:29:46+00:00,Nova hair dryer,243.6,50.0,0.88,0.61,131.7,0.19
645,2023-07-10T18:29:48+00:00,Orpat Cordless kettle,243.4,50.0,0.12,0.05,1.4,0.25
646,2023-07-10T18:29:48+00:00,Nova hair dryer,243.5,50.0,0.88,0.61,131.6,0.19
647,2023-07-10T18:29:50+00:00,Orpat Cordless kettle,243.4,49.9,0.12,0.05,1.4,0.25
648,2023-07-10T18:29:50+00:00,Nova hair dryer,243.6,50.0,0.88,0.61,131.7,0.19
649,2023-07-10T18:29:52+00:00,Orpat Cordless kettle,243.1,50.0,0.12,0.05,1.4,0.25
650,2023-07-10T18:29:52+00:00,Nova hair dryer,243.2,50.0,0.89,0.61,131.3,0.19
651,2023-07-10T18:29:54+00:00,Orpat Cordless kettle,243.0,50.0,0.12,0.05,1.4,0.25
652,2023-07-10T18:29:54+00:00,Nova hair dryer,243.2,50.0,0.89,0.61,131.3,0.19
653,2023-07-10T18:29:56+00:00,Orpat Cordless kettle,243.0,50.0,0.12,0.05,1.4,0.25
654,2023-07-10T18:29:56+00:00,Nova hair dryer,243.1,50.0,0.89,0.61,131.3,0.19
655,2023-07-10T18:29:58+00:00,Orpat Cordless kettle,242.8,50.0,0.12,0.05,1.4,0.25
656,2023-07-10T18:29:58+00:00,Nova hair dryer,242.9,50.0,0.89,0.61,131.0,0.19
657,2023-07-10T18:30:00+00:00,Orpat Cordless kettle,242.7,50.0,0.12,0.05,1.4,0.25
658,2023-07-10T18:30:00+00:00,Nova hair dryer,242.8,49.9,0.88,0.61,130.9,0.19
659,2023-07-10T18:30:02+00:00,Orpat Cordless kettle,242.7,50.0,0.12,0.05,1.4,0.25
660,2023-07-10T18:30:02+00:00,Nova hair dryer,242.8,50.0,0.88,0.61,130.9,0.19
661,2023-07-10T18:30:04+00:00,Orpat Cordless kettle,242.6,49.9,0.11,0.05,1.3,0.25
662,2023-07-10T18:30:04+00:00,Nova hair dryer,242.7,50.0,0.88,0.61,130.9,0.19
663,2023-07-10T18:30:06+00:00,Orpat Cordless kettle,242.5,50.0,0.12,0.05,1.4,0.25
664,2023-07-10T18:30:06+00:00,Nova hair dryer,242.5,50.0,0.88,0.61,130.6,0.19
665,2023-07-10T18:30:08+00:00,Orpat Cordless kettle,242.1,50.0,0.12,0.05,1.4,0.25
666,2023-07-10T18:30:08+00:00,Nova hair dryer,242.3,50.0,0.88,0.61,130.4,0.19
667,2023-07-10T18:30:10+00:00,Orpat Cordless kettle,242.2,50.0,0.12,0.05,1.4,0.25
668,2023-07-10T18:30:10+00:00,Nova hair dryer,242.3,50.0,0.88,0.61,130.5,0.19
669,2023-07-10T18:30:12+00:00,Orpat Cordless kettle,242.2,50.0,0.12,0.05,1.4,0.25
670,2023-07-10T18:30:12+00:00,Nova hair dryer,242.3,50.0,0.88,0.61,130.5,0.19
671,2023-07-10T18:30:14+00:00,Orpat Cordless kettle,242.4,50.0,0.12,0.05,1.4,0.25
672,2023-07-10T18:30:14+00:00,Nova hair dryer,242.5,50.0,0.88,0.61,130.7,0.19
673,2023-07-10T18:30:16+00:00,Orpat Cordless kettle,242.3,50.0,0.12,0.05,1.4,0.25
674,2023-07-10T18:30:16+00:00,Nova hair dryer,242.5,50.0,0.88,0.61,130.6,0.19
675,2023-07-10T18:30:18+00:00,Orpat Cordless kettle,242.4,50.0,0.12,0.05,1.4,0.25
676,2023-07-10T18:30:18+00:00,Nova hair dryer,242.5,50.0,0.88,0.61,130.6,0.19
677,2023-07-10T18:30:20+00:00,Orpat Cordless kettle,242.5,50.0,0.11,0.05,1.3,0.25
678,2023-07-10T18:30:20+00:00,Nova hair dryer,242.6,50.0,0.88,0.61,130.7,0.19
679,2023-07-10T18:30:22+00:00,Orpat Cordless kettle,242.7,50.0,0.12,0.05,1.4,0.25
680,2023-07-10T18:30:22+00:00,Nova hair dryer,242.9,50.0,0.88,0.61,131.0,0.19
681,2023-07-10T18:30:24+00:00,Orpat Cordless kettle,242.8,50.0,0.11,0.05,1.3,0.25
682,2023-07-10T18:30:24+00:00,Nova hair dryer,242.9,50.0,0.88,0.61,131.0,0.19
683,2023-07-10T18:30:26+00:00,Orpat Cordless kettle,242.8,50.0,0.12,0.05,1.4,0.25
684,2023-07-10T18:30:26+00:00,Nova hair dryer,242.9,50.0,0.88,0.61,131.0,0.19
685,2023-07-10T18:30:28+00:00,Orpat Cordless kettle,242.8,50.0,0.12,0.05,1.4,0.25
686,2023-07-10T18:30:28+00:00,Nova hair dryer,243.0,50.0,0.89,0.61,131.1,0.19
687,2023-07-10T18:30:30+00:00,Orpat Cordless kettle,242.9,50.0,0.12,0.05,1.5,0.25
688,2023-07-10T18:30:30+00:00,Nova hair dryer,243.0,50.0,0.89,0.61,131.1,0.19
689,2023-07-10T18:30:32+00:00,Orpat Cordless kettle,242.9,50.0,0.1,0.05,1.2,0.25
690,2023-07-10T18:30:32+00:00,Nova hair dryer,243.1,50.0,0.88,0.61,131.2,0.19
691,2023-07-10T18:30:34+00:00,Orpat Cordless kettle,243.0,50.0,0.06,0.05,0.7,0.25
692,2023-07-10T18:30:34+00:00,Nova hair dryer,243.1,50.0,0.88,0.61,131.1,0.19
693,2023-07-10T18:30:36+00:00,Orpat Cordless kettle,242.9,50.0,0.04,0.05,0.5,0.25
694,2023-07-10T18:30:36+00:00,Nova hair dryer,243.0,50.0,0.88,0.62,131.1,0.19
695,2023-07-10T18:30:38+00:00,Orpat Cordless kettle,242.8,50.0,0.11,0.05,1.3,0.25
696,2023-07-10T18:30:38+00:00,Nova hair dryer,242.9,50.0,0.87,0.62,131.0,0.19
697,2023-07-10T18:30:41+00:00,Orpat Cordless kettle,242.7,50.0,0.11,0.05,1.4,0.25
698,2023-07-10T18:30:41+00:00,Nova hair dryer,242.9,50.0,0.87,0.62,131.0,0.19
699,2023-07-10T18:30:43+00:00,Orpat Cordless kettle,242.6,50.0,0.11,0.05,1.3,0.25
700,2023-07-10T18:30:43+00:00,Nova hair dryer,242.7,50.0,0.87,0.62,130.8,0.19
701,2023-07-10T18:30:45+00:00,Orpat Cordless kettle,242.4,50.0,0.05,0.05,0.6,0.25
702,2023-07-10T18:30:45+00:00,Nova hair dryer,242.5,50.0,0.88,0.61,130.6,0.19
703,2023-07-10T18:30:47+00:00,Orpat Cordless kettle,242.4,50.0,0.05,0.05,0.6,0.25
704,2023-07-10T18:30:47+00:00,Nova hair dryer,242.6,50.0,0.89,0.61,130.8,0.19
705,2023-07-10T18:30:49+00:00,Orpat Cordless kettle,242.5,50.0,0.05,0.05,0.6,0.25
706,2023-07-10T18:30:49+00:00,Nova hair dryer,242.6,50.0,0.88,0.61,130.8,0.19
707,2023-07-10T18:30:51+00:00,Orpat Cordless kettle,242.5,50.0,0.11,0.05,1.4,0.25
708,2023-07-10T18:30:51+00:00,Nova hair dryer,242.6,50.0,0.88,0.61,130.8,0.19
709,2023-07-10T18:30:53+00:00,Orpat Cordless kettle,242.5,50.0,0.11,0.05,1.4,0.25
710,2023-07-10T18:30:53+00:00,Nova hair dryer,242.6,50.0,0.88,0.61,130.9,0.19
711,2023-07-10T18:30:55+00:00,Orpat Cordless kettle,242.5,50.0,0.11,0.05,1.4,0.25
712,2023-07-10T18:30:55+00:00,Nova hair dryer,242.6,50.0,0.88,0.62,130.8,0.19
713,2023-07-10T18:30:57+00:00,Orpat Cordless kettle,242.5,50.0,0.11,0.05,1.4,0.25
714,2023-07-10T18:30:57+00:00,Nova hair dryer,242.6,50.0,0.87,0.62,130.8,0.19
715,2023-07-10T18:30:59+00:00,Orpat Cordless kettle,242.5,50.0,0.12,0.05,1.4,0.25
716,2023-07-10T18:30:59+00:00,Nova hair dryer,242.6,50.0,0.87,0.62,130.8,0.19
717,2023-07-10T18:31:01+00:00,Orpat Cordless kettle,242.6,50.0,0.12,0.05,1.4,0.25
718,2023-07-10T18:31:01+00:00,Nova hair dryer,242.7,50.0,0.88,0.61,130.9,0.19
741,2023-07-10T19:06:44+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.81,1355.5,0.25
743,2023-07-10T19:06:47+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.81,1354.9,0.25
745,2023-07-10T19:06:49+00:00,Orpat OEK-8137 Cordless kettle,233.0,49.9,1.0,5.8,1350.5,0.25
747,2023-07-10T19:06:51+00:00,Orpat OEK-8137 Cordless kettle,233.0,49.9,1.0,5.79,1349.9,0.25
749,2023-07-10T19:06:53+00:00,Orpat OEK-8137 Cordless kettle,232.9,49.9,1.0,5.79,1347.5,0.25
751,2023-07-10T19:06:55+00:00,Orpat OEK-8137 Cordless kettle,232.8,49.9,1.0,5.78,1344.6,0.25
753,2023-07-10T19:06:57+00:00,Orpat OEK-8137 Cordless kettle,232.7,49.9,1.0,5.78,1343.8,0.25
755,2023-07-10T19:06:59+00:00,Orpat OEK-8137 Cordless kettle,232.5,49.9,1.0,5.77,1341.3,0.25
757,2023-07-10T19:07:01+00:00,Orpat OEK-8137 Cordless kettle,232.6,49.9,1.0,5.77,1342.4,0.26
759,2023-07-10T19:07:03+00:00,Orpat OEK-8137 Cordless kettle,232.6,49.9,1.0,5.77,1342.4,0.26
761,2023-07-10T19:07:05+00:00,Orpat OEK-8137 Cordless kettle,232.3,49.9,1.0,5.76,1338.5,0.26
763,2023-07-10T19:07:07+00:00,Orpat OEK-8137 Cordless kettle,232.1,49.9,1.0,5.76,1335.6,0.26
765,2023-07-10T19:07:09+00:00,Orpat OEK-8137 Cordless kettle,232.1,49.9,1.0,5.76,1335.9,0.26
767,2023-07-10T19:07:11+00:00,Orpat OEK-8137 Cordless kettle,232.0,49.9,1.0,5.76,1335.1,0.26
769,2023-07-10T19:07:13+00:00,Orpat OEK-8137 Cordless kettle,232.0,49.9,1.0,5.75,1334.2,0.26
771,2023-07-10T19:07:15+00:00,Orpat OEK-8137 Cordless kettle,232.1,49.9,1.0,5.75,1335.2,0.26
773,2023-07-10T19:07:17+00:00,Orpat OEK-8137 Cordless kettle,232.1,49.9,1.0,5.76,1336.0,0.26
775,2023-07-10T19:07:19+00:00,Orpat OEK-8137 Cordless kettle,232.0,49.9,1.0,5.75,1333.0,0.26
777,2023-07-10T19:07:21+00:00,Orpat OEK-8137 Cordless kettle,231.9,49.9,1.0,5.75,1333.1,0.26
779,2023-07-10T19:07:23+00:00,Orpat OEK-8137 Cordless kettle,231.9,49.9,1.0,5.75,1332.7,0.26
781,2023-07-10T19:07:25+00:00,Orpat OEK-8137 Cordless kettle,231.9,49.9,1.0,5.75,1333.2,0.26
742,2023-07-10T19:06:44+00:00,2.4 AMP Mobile charger,233.4,49.9,0.42,0.1,9.4,0.19
744,2023-07-10T19:06:47+00:00,2.4 AMP Mobile charger,233.4,49.9,0.42,0.1,9.4,0.19
746,2023-07-10T19:06:49+00:00,2.4 AMP Mobile charger,233.2,49.9,0.42,0.1,9.5,0.19
748,2023-07-10T19:06:51+00:00,2.4 AMP Mobile charger,233.2,49.9,0.42,0.1,9.4,0.19
752,2023-07-10T19:06:55+00:00,2.4 AMP Mobile charger,233.0,49.9,0.42,0.1,9.4,0.19
750,2023-07-10T19:06:53+00:00,2.4 AMP Mobile charger,233.1,49.9,0.42,0.1,9.5,0.19
754,2023-07-10T19:06:57+00:00,2.4 AMP Mobile charger,232.9,49.9,0.42,0.1,9.5,0.19
756,2023-07-10T19:06:59+00:00,2.4 AMP Mobile charger,232.7,49.9,0.42,0.1,9.5,0.19
760,2023-07-10T19:07:03+00:00,2.4 AMP Mobile charger,232.8,49.9,0.42,0.1,9.4,0.19
758,2023-07-10T19:07:01+00:00,2.4 AMP Mobile charger,232.8,49.9,0.42,0.1,9.5,0.19
764,2023-07-10T19:07:07+00:00,2.4 AMP Mobile charger,232.3,49.9,0.41,0.1,9.4,0.19
762,2023-07-10T19:07:05+00:00,2.4 AMP Mobile charger,232.5,49.9,0.41,0.1,9.4,0.19
770,2023-07-10T19:07:13+00:00,2.4 AMP Mobile charger,232.2,49.9,0.41,0.1,9.4,0.19
768,2023-07-10T19:07:11+00:00,2.4 AMP Mobile charger,232.3,49.9,0.42,0.1,9.5,0.19
766,2023-07-10T19:07:09+00:00,2.4 AMP Mobile charger,232.3,49.9,0.41,0.1,9.4,0.19
778,2023-07-10T19:07:21+00:00,2.4 AMP Mobile charger,232.1,49.9,0.41,0.1,9.4,0.19
776,2023-07-10T19:07:19+00:00,2.4 AMP Mobile charger,232.2,49.9,0.41,0.1,9.4,0.19
774,2023-07-10T19:07:17+00:00,2.4 AMP Mobile charger,232.3,49.9,0.41,0.1,9.4,0.19
772,2023-07-10T19:07:15+00:00,2.4 AMP Mobile charger,232.3,49.9,0.41,0.1,9.4,0.19
780,2023-07-10T19:07:23+00:00,2.4 AMP Mobile charger,232.1,49.9,0.41,0.1,9.4,0.19
783,2023-07-10T19:07:27+00:00,Orpat OEK-8137 Cordless kettle,231.8,49.9,1.0,5.75,1331.7,0.26
785,2023-07-10T19:07:29+00:00,Orpat OEK-8137 Cordless kettle,232.1,49.9,1.0,5.76,1335.5,0.27
787,2023-07-10T19:07:31+00:00,Orpat OEK-8137 Cordless kettle,232.2,49.9,1.0,5.76,1336.4,0.27
789,2023-07-10T19:07:33+00:00,Orpat OEK-8137 Cordless kettle,232.2,50.0,1.0,5.76,1336.2,0.27
791,2023-07-10T19:07:35+00:00,Orpat OEK-8137 Cordless kettle,232.2,49.9,1.0,5.76,1336.4,0.27
793,2023-07-10T19:07:37+00:00,Orpat OEK-8137 Cordless kettle,232.3,49.9,1.0,5.76,1338.4,0.27
795,2023-07-10T19:07:39+00:00,Orpat OEK-8137 Cordless kettle,232.4,49.9,1.0,5.76,1338.9,0.27
797,2023-07-10T19:07:41+00:00,Orpat OEK-8137 Cordless kettle,232.4,50.0,1.0,5.76,1339.5,0.27
799,2023-07-10T19:07:43+00:00,Orpat OEK-8137 Cordless kettle,232.3,49.9,1.0,5.76,1337.8,0.27
801,2023-07-10T19:07:45+00:00,Orpat OEK-8137 Cordless kettle,232.3,49.9,1.0,5.76,1337.4,0.27
803,2023-07-10T19:07:47+00:00,Orpat OEK-8137 Cordless kettle,232.9,49.9,1.0,5.78,1345.0,0.27
805,2023-07-10T19:07:49+00:00,Orpat OEK-8137 Cordless kettle,233.2,50.0,1.0,5.78,1347.6,0.27
807,2023-07-10T19:07:51+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.78,1348.5,0.27
809,2023-07-10T19:07:53+00:00,Orpat OEK-8137 Cordless kettle,233.4,49.9,1.0,5.79,1350.3,0.27
811,2023-07-10T19:07:55+00:00,Orpat OEK-8137 Cordless kettle,233.3,50.0,1.0,5.78,1349.6,0.27
813,2023-07-10T19:07:57+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.78,1348.0,0.28
815,2023-07-10T19:07:59+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.78,1347.8,0.28
817,2023-07-10T19:08:01+00:00,Orpat OEK-8137 Cordless kettle,233.2,50.0,1.0,5.78,1348.5,0.28
819,2023-07-10T19:08:03+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.78,1348.6,0.28
821,2023-07-10T19:08:06+00:00,Orpat OEK-8137 Cordless kettle,233.4,49.9,1.0,5.79,1350.1,0.28
823,2023-07-10T19:08:08+00:00,Orpat OEK-8137 Cordless kettle,233.3,50.0,1.0,5.78,1348.9,0.28
825,2023-07-10T19:08:10+00:00,Orpat OEK-8137 Cordless kettle,233.3,49.9,1.0,5.78,1348.8,0.28
786,2023-07-10T19:07:29+00:00,2.4 AMP Mobile charger,232.3,49.9,0.41,0.1,9.4,0.19
784,2023-07-10T19:07:27+00:00,2.4 AMP Mobile charger,232.0,49.9,0.41,0.1,9.4,0.19
782,2023-07-10T19:07:25+00:00,2.4 AMP Mobile charger,232.1,49.9,0.41,0.1,9.4,0.19
800,2023-07-10T19:07:43+00:00,2.4 AMP Mobile charger,232.5,50.0,0.41,0.1,9.4,0.19
798,2023-07-10T19:07:41+00:00,2.4 AMP Mobile charger,232.6,50.0,0.41,0.1,9.4,0.19
796,2023-07-10T19:07:39+00:00,2.4 AMP Mobile charger,232.6,50.0,0.41,0.1,9.4,0.19
792,2023-07-10T19:07:35+00:00,2.4 AMP Mobile charger,232.4,50.0,0.41,0.1,9.5,0.19
790,2023-07-10T19:07:33+00:00,2.4 AMP Mobile charger,232.4,50.0,0.41,0.1,9.4,0.19
810,2023-07-10T19:07:53+00:00,2.4 AMP Mobile charger,233.6,49.9,0.41,0.1,9.5,0.19
808,2023-07-10T19:07:51+00:00,2.4 AMP Mobile charger,233.4,49.9,0.42,0.1,9.5,0.19
806,2023-07-10T19:07:49+00:00,2.4 AMP Mobile charger,233.4,50.0,0.42,0.1,9.4,0.19
804,2023-07-10T19:07:47+00:00,2.4 AMP Mobile charger,233.2,50.0,0.41,0.1,9.4,0.19
802,2023-07-10T19:07:45+00:00,2.4 AMP Mobile charger,232.5,49.9,0.41,0.1,9.4,0.19
822,2023-07-10T19:08:06+00:00,2.4 AMP Mobile charger,233.6,50.0,0.41,0.1,9.4,0.19
820,2023-07-10T19:08:03+00:00,2.4 AMP Mobile charger,233.5,50.0,0.42,0.1,9.4,0.19
818,2023-07-10T19:08:01+00:00,2.4 AMP Mobile charger,233.5,49.9,0.42,0.1,9.5,0.19
816,2023-07-10T19:07:59+00:00,2.4 AMP Mobile charger,233.4,49.9,0.42,0.1,9.4,0.19
814,2023-07-10T19:07:57+00:00,2.4 AMP Mobile charger,233.4,49.9,0.41,0.1,9.4,0.19
812,2023-07-10T19:07:55+00:00,2.4 AMP Mobile charger,233.5,50.0,0.42,0.1,9.4,0.19
824,2023-07-10T19:08:08+00:00,2.4 AMP Mobile charger,233.5,50.0,0.41,0.1,9.4,0.19
827,2023-07-10T19:08:12+00:00,Orpat OEK-8137 Cordless kettle,233.2,49.9,1.0,5.78,1348.0,0.28
829,2023-07-10T19:08:14+00:00,Orpat OEK-8137 Cordless kettle,233.0,50.0,1.0,5.78,1346.2,0.28
831,2023-07-10T19:08:16+00:00,Orpat OEK-8137 Cordless kettle,233.1,49.9,1.0,5.78,1346.5,0.28
833,2023-07-10T19:08:18+00:00,Orpat OEK-8137 Cordless kettle,233.0,49.9,1.0,5.78,1345.8,0.28
835,2023-07-10T19:08:20+00:00,Orpat OEK-8137 Cordless kettle,233.0,50.0,1.0,5.78,1345.7,0.28
837,2023-07-10T19:08:22+00:00,Orpat OEK-8137 Cordless kettle,232.9,49.9,1.0,5.77,1344.7,0.28
839,2023-07-10T19:08:24+00:00,Orpat OEK-8137 Cordless kettle,233.0,49.9,1.0,5.78,1345.6,0.28
841,2023-07-10T19:08:26+00:00,Orpat OEK-8137 Cordless kettle,232.8,50.0,1.0,5.77,1343.3,0.29
843,2023-07-10T19:08:28+00:00,Orpat OEK-8137 Cordless kettle,232.8,50.0,1.0,5.77,1343.1,0.29
845,2023-07-10T19:08:30+00:00,Orpat OEK-8137 Cordless kettle,232.8,50.0,1.0,5.77,1343.0,0.29
847,2023-07-10T19:08:32+00:00,Orpat OEK-8137 Cordless kettle,232.8,49.9,1.0,5.77,1342.7,0.29
849,2023-07-10T19:08:34+00:00,Orpat OEK-8137 Cordless kettle,232.8,49.9,1.0,5.77,1343.2,0.29
851,2023-07-10T19:08:36+00:00,Orpat OEK-8137 Cordless kettle,232.8,49.9,1.0,5.77,1342.6,0.29
853,2023-07-10T19:08:38+00:00,Orpat OEK-8137 Cordless kettle,232.7,49.9,1.0,5.77,1342.0,0.29
855,2023-07-10T19:08:40+00:00,Orpat OEK-8137 Cordless kettle,232.6,49.9,1.0,5.77,1341.8,0.29
857,2023-07-10T19:08:42+00:00,Orpat OEK-8137 Cordless kettle,232.7,50.0,1.0,5.77,1341.9,0.29
859,2023-07-10T19:08:44+00:00,Orpat OEK-8137 Cordless kettle,232.8,50.0,1.0,5.77,1342.3,0.29
861,2023-07-10T19:08:46+00:00,Orpat OEK-8137 Cordless kettle,232.6,50.0,1.0,5.76,1340.9,0.29
863,2023-07-10T19:08:48+00:00,Orpat OEK-8137 Cordless kettle,232.6,50.0,1.0,5.76,1340.6,0.29
865,2023-07-10T19:08:50+00:00,Orpat OEK-8137 Cordless kettle,232.6,50.0,1.0,5.76,1340.3,0.29
867,2023-07-10T19:08:52+00:00,Orpat OEK-8137 Cordless kettle,232.6,50.0,1.0,5.76,1340.9,0.29
869,2023-07-10T19:08:54+00:00,Orpat OEK-8137 Cordless kettle,232.7,49.9,1.0,5.77,1342.1,0.3
871,2023-07-10T19:08:56+00:00,Orpat OEK-8137 Cordless kettle,232.6,50.0,1.0,5.76,1340.9,0.3
836,2023-07-10T19:08:20+00:00,2.4 AMP Mobile charger,233.2,50.0,0.41,0.1,9.4,0.19
834,2023-07-10T19:08:18+00:00,2.4 AMP Mobile charger,233.2,50.0,0.41,0.1,9.4,0.19
828,2023-07-10T19:08:12+00:00,2.4 AMP Mobile charger,233.4,50.0,0.41,0.1,9.4,0.19
870,2023-07-10T19:08:54+00:00,2.4 AMP Mobile charger,232.9,50.0,0.42,0.1,9.4,0.19
868,2023-07-10T19:08:52+00:00,2.4 AMP Mobile charger,232.9,50.0,0.42,0.1,9.4,0.19
864,2023-07-10T19:08:48+00:00,2.4 AMP Mobile charger,232.8,50.0,0.42,0.1,9.4,0.19
862,2023-07-10T19:08:46+00:00,2.4 AMP Mobile charger,232.8,50.0,0.42,0.1,9.4,0.19
860,2023-07-10T19:08:44+00:00,2.4 AMP Mobile charger,233.0,49.9,0.41,0.1,9.4,0.19
858,2023-07-10T19:08:42+00:00,2.4 AMP Mobile charger,232.9,49.9,0.42,0.1,9.4,0.19
856,2023-07-10T19:08:40+00:00,2.4 AMP Mobile charger,232.9,50.0,0.42,0.1,9.4,0.19
854,2023-07-10T19:08:38+00:00,2.4 AMP Mobile charger,232.9,50.0,0.41,0.1,9.4,0.19
852,2023-07-10T19:08:36+00:00,2.4 AMP Mobile charger,233.0,50.0,0.42,0.1,9.5,0.19
